,airline_sentiment,text,processed_text,label,label_doc2vec
11714,positive,@USAirways YOU ARE THE BEST AIRWAYS! Follow me please!!!!!🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,usairways you be the best airway follow me please,1,2
5141,neutral,@SouthwestAir quick question: let's say I book a flight (I did so) and you then drop the price. Do I get the cheaper rate?,southwestair quick question let say i book a flight i do so and you then drop the price do i get the cheap rate,0,1
10961,neutral,@USAirways can you help me reroute my trip?,usairways can you help me reroute my trip,0,1
4049,negative,"@united it was an international flight, and we didn't get our new eta until we were in the air.",united it be an international flight and we didnt get our new eta until we be in the air,-1,0
13052,neutral,@AmericanAir could you check if there is SVU space on AA199 MXP-JFK Feb 28th? Thanks,americanair could you check if there be svu space on aa mxpjfk feb th thanks,0,1
13615,neutral,@AmericanAir airport to figure this out or can someone tell me now? Flight is from San Juan to San Diego,americanair airport to figure this out or can someone tell me now flight be from san juan to san diego,0,1
6168,negative,@SouthwestAir was wondering is there a reason why customer service is so busy? Been on hold past few days for many hours No answer Help plz,southwestair be wonder be there a reason why customer service be so busy be on hold past few day for many hour no answer help plz,-1,0
781,positive,@united you too!,united you too,1,2
3498,negative,@united no response 3 weeks since complaint submitted and 3 days since you all said you would look into it,united no response week since complaint submit and day since you all say you would look into it,-1,0
11853,negative,@USAirways no we haven't because we've been in the same line at the service desk for an 1hr and 1/2 now in the same spot.,usairways no we havent because weve be in the same line at the service desk for an hr and now in the same spot,-1,0
70,neutral,@virginamerica Need to change reservation. Have Virgin credit card. Do I need to modify on phone to waive change fee? Or can I do online?,virginamerica need to change reservation have virgin credit card do i need to modify on phone to waive change fee or can i do online,0,1
6542,positive,"@SouthwestAir thanks for the reply, something is off with the phones becuz after 2 dropped calls at 2 hours on hold, I got through on 1 ring",southwestair thanks for the reply something be off with the phone becuz after drop call at hour on hold i get through on ring,1,2
4365,negative,"@SouthwestAir  appreciate y'all getting the gate issue figured GRR. Plenty open gates, yet we sit and wait on tarmac",southwestair appreciate yall get the gate issue figure grr plenty open gate yet we sit and wait on tarmac,-1,0
74,positive,"@VirginAmerica not worried, it's been a great ride in a new plane with great crew. All airlines should be like this.",virginamerica not worry it be a great ride in a new plane with great crew all airline should be like this,1,2
5564,neutral,@SouthwestAir any spare tickets for Vegas? Would be forever grateful! #DestinationDragons,southwestair any spare ticket for vega would be forever grateful destinationdragons,0,1
102,neutral,@VirginAmerica check out new music http://t.co/maRcnOCWzn,virginamerica check out new music,0,1
13221,negative,@americanair why am I not being given a callback option??! Why has this service been turned off?,americanair why be i not be give a callback option why have this service be turn off,-1,0
7052,neutral,“@JetBlue: Our fleet's on fleek. http://t.co/uKM4e99Dz0” lmaoooo 😂😂😂😂,jetblue our fleet on fleek lmaoooo,0,1
6195,negative,@SouthwestAir bad weather and multiple Cancelled Flighted flights has us all scared!  Noted for next time.,southwestair bad weather and multiple cancel flighted flight have u all scar note for next time,-1,0
11753,negative,@USAirways @AmericanAir  we are on us/aa flight 4443.We  arrived at dca at 2:12. Waiting on our gate (33)for apx an hr now. No update?,usairways americanair we be on usaa flight we arrive at dca at wait on our gate for apx an hr now no update,-1,0
5361,negative,@SouthwestAir On hold waiting to make special accommodations for my mom who is traveling 1 hour and 24 minutes on hold.  Unacceptable!,southwestair on hold wait to make special accommodation for my mom who be travel hour and minute on hold unacceptable,-1,0
11747,negative,@USAirways And it's 3:22 with no sign of boarding.... Can I please get another update?,usairways and it with no sign of board can i please get another update,-1,0
3873,neutral,@united flying out of STL Saturday where they are expecting ice &amp; snow. When should we start looking for travel waivers? Thanks!,united fly out of stl saturday where they be expect ice amp snow when should we start look for travel waiver thanks,0,1
4088,negative,@united obviously the staff at EWR - United or otherwise have not seen your ads about - being FRIENDLY and helpful #ewr worst airport,united obviously the staff at ewr unite or otherwise have not see your ad about be friendly and helpful ewr bad airport,-1,0
6283,positive,@SouthwestAir Thank you thank you thank you,southwestair thank you thank you thank you,1,2
12832,negative,@AmericanAir overbooked business class from Mia to uvf - after being in the correct seat we were moved back to economy on our special day,americanair overbooked business class from mia to uvf after be in the correct seat we be move back to economy on our special day,-1,0
4209,neutral,@united flt 4567 has had two more updates in the last 3 minutes.,united flt have have two more update in the last minute,0,1
2299,negative,@united my flight is Late Flight due to mechanical issues 3 of 4 flights in past 10 days!,united my flight be late flight due to mechanical issue of flight in past day,-1,0
6080,positive,@SouthwestAir I ❤️ you! The only airline that understands us military families and our unpredictable changes. Pound it 👊,southwestair i you the only airline that understand u military family and our unpredictable change pound it,1,2
14068,negative,"@AmericanAir Yes, it says my reservation cannot be retrieved at this time. Also I never got an email from AA saying my flight was Cancelled Flightled.",americanair yes it say my reservation can not be retrieve at this time also i never get an email from aa say my flight be cancel flightled,-1,0
12871,neutral,@AmericanAir boom. http://t.co/PzGc6Jch7n,americanair boom,0,1
13063,positive,"@AmericanAir $90 dollar RT ticket to Chicago? Yes, Please!",americanair dollar rt ticket to chicago yes please,1,2
5244,negative,"@SouthwestAir really this is getting worse as the day goes on. Late Flight leaving then had to be diverted, and now sitting on the tarmac in VA.",southwestair really this be get bad a the day go on late flight leave then have to be divert and now sit on the tarmac in va,-1,0
5271,neutral,@SouthwestAir have five people shown up yet,southwestair have five people show up yet,0,1
5641,neutral,"@SouthwestAir So that's what happens when your power level goes over 9,000... feet in the air.",southwestair so thats what happen when your power level go over foot in the air,0,1
1020,positive,@united ok. I just submitted. Thanks for the opportunity to give feedback.,united ok i just submit thanks for the opportunity to give feedback,1,2
12927,neutral,@AmericanAir are pets allowed in first class?,americanair be pet allow in first class,0,1
6780,neutral,@JetBlue Stop trying to make #fleek happen! #PointsMe,jetblue stop try to make fleek happen pointsme,0,1
5323,negative,.@SouthwestAir received an error online and have been on hold for over 1.5 hours. Completely unacceptable.,southwestair receive an error online and have be on hold for over hour completely unacceptable,-1,0
